PC1,PC2
0.5301262690083083,0.10750801774555183
-1.1444718196818482,0.712235983933486
-1.1606293280335436,-0.5751481015682482
-0.5915159727994755,0.09694838468936372
-1.1521507697683693,0.014906516101330522
1.1523196554776558,2.1859701063106582
0.48769324607643677,1.2912847914854795
-1.3416571211920891,-0.3832438475503063
3.995856794727916,0.5740162744153442
-2.0869859043621557,-0.5526022473636778
1.265666384235969,0.5553499853796706
-0.5623199604625844,-0.36946649320797503
-1.4832851371244646,-0.12746114823776816
4.674591827763747,-0.34782225742108897
-1.4063287949132026,-0.19004991329256793
-0.1825167689917994,0.8143539772617242
-1.8298634084466139,-0.146512010655741
-0.758708544483797,0.8048663808572154
-1.2469383626531685,1.0892055825680482
-1.5791001467502308,-0.7222723791438161
-0.958700025167507,-0.8888244170376899
1.2638093572521065,-0.06456325883526132
-0.7756162394164745,0.9553002693100834
-0.07570717257546536,0.5985037421679285
-1.0996862380418144,-0.36885266887532375
2.641936043223214,-1.9385793550864256
-1.0538724194576967,0.6896338807873948
-0.1331442779339476,0.32753681932568546
2.4832418713520603,-1.2005875915216868
-0.9728989234416531,-0.6188531297635845
-1.1153036811376051,-0.7011320030161687
-1.3489454112817398,-0.7978160193906363
-0.48670490750786694,-0.7731535844103965
-0.23503738441109975,0.35535224021315076
2.398891112382041,1.0459506398693446
1.6866084753625086,0.9052038158863269
2.470061957184824,-1.7537484043337837
0.04106176007222485,-0.056978048611024894
3.977888199467803,0.1658658355361286
0.43375164917851416,2.1823557515020533
0.9974754478002293,1.4079646461758248
4.435293278596358,0.15378444517187603
-0.2160089143790101,-0.18157367204240238
1.8575355462191063,1.8260585008671455
-0.7474433689884189,0.11263403585048991
-1.564645645813447,-0.2878470408760428
0.7176315694255956,-0.6856432960199694
-0.04184056479030796,0.8656069059259339
-1.1368987248834628,-0.18719283201898881
-0.6413448590534454,0.926913873941834
-1.864603497272687,-0.521053628630191
-0.550295970572806,-0.6995791740238302
0.6161443019158571,0.9373654551679771
-1.4474406113301492,-0.40996114958660346
-0.8574470489922617,-0.8379994204918177
-0.4859373008851047,-0.11769398424688222
-1.1616325163618981,0.9412358497626878
-2.2332644376555,-0.5593444945061882
-0.6615539166886977,0.4754452568768917
2.6842314517998007,-1.9257093855129601
-0.13547314250461787,0.6220208499901175
-0.4859312520512968,0.0804393695974682
2.6976377404366016,0.22776383355051613
-0.35571474256762736,-0.9719206442536191
