sensor1,sensor2,sensor3,sensor4
0.4527214633714493,0.3262395378072633,0.06462095844746116,0.38829916847639384
0.1434883113765997,0.005907593225507513,0.039867843627700475,0.3868003635648448
0.10858307587127439,0.15888659273654215,0.10094828213281648,0.1512421012140226
0.3249238283882422,0.1028220472382275,0.060815232634740646,0.27276980238501264
0.1658984441273839,0.0666092613880136,0.06425165033303477,0.2421732020877415
0.09979926628648231,0.27400865239708644,0.2820676602615363,0.9999999999999999
0.26975363941267894,0.16458091731691377,0.19458929586834858,0.6675085467881114
0.1909808698392147,0.04206421458227576,0.0750664244014072,0.1263736518594255
0.43837539723865443,0.6359314987500261,0.7892198847527808,0.9157990653678385
0.03439452225853998,0.015013789597113587,0.019139545815957146,0.057925713012180684
0.4998370116565395,0.2603615610697951,0.27064316581951786,0.536482530396842
0.3561851975631047,0.14175451713464216,0.07676029616862257,0.17409172834188721
0.11251574088802022,0.018388204986451506,0.07892184921819438,0.1869338726226353
0.5990487686096957,0.8065340666292766,0.83498221747111,0.7696013015094475
0.1062500001062755,0.0666092613880136,0.06425165033303477,0.1916176515533756
0.19786318559247149,0.10858530260533883,0.17711258201112662,0.5104695075004229
0.08436209236342244,0.004956487440870561,0.006419289805149472,0.1524685880325312
0.30258140729505917,0.012886830090955554,0.01050626164775682,0.39607871742982254
0.04438809976140955,0.020270073252508295,0.009802718772771387,0.4895080182723786
0.05559629417874272,0.15407650913023344,0.036821611114802984,0.09181999512382125
0.2773933607496137,0.14686394290640997,0.09213494994252647,0.04961567468351462
0.3846575832882012,0.2838760625555145,0.44282804138011395,0.44913968383968966
0.1878277369632975,0.017383988161871897,0.07111654922501129,0.464687748587851
0.2782532825055732,0.18818684777346772,0.08864574827266292,0.4621476390036118
0.15905799950043154,0.13510909206158075,0.07192209869731203,0.18045332758872823
0.3099130685757879,0.7905808537500447,0.6874850727610584,0.31007566399157516
0.15720049380297413,0.02524290645972218,0.03973737238102935,0.39030055567611355
0.28784330221335686,0.16458091731691377,0.1340080245364003,0.3926358856311676
0.5080883243529788,0.5066471862330715,0.6743808411980531,0.3377155576661256
0.08787664834490433,0.14322657383857554,0.20601947864360523,0.16725775528900752
0.1866253984105188,0.11989765353052624,0.11651767643912463,0.09797109866038964
0.16459888900679012,0.1244619621771625,0.06838163621287839,0.060317243675988126
0.12264848402036904,0.35128157147884337,0.12260150083971971,0.2077614944022644
0.24215125744508698,0.16458091731691377,0.1340080245364003,0.4025886925328248
0.4611368895145433,0.35827691173945553,0.4837563679206041,0.7903240726561536
0.2988937767175521,0.3631517952385621,0.4017860766716428,0.7381261543335409
0.4037213417299398,0.6265409385401619,0.7109335315273301,0.2738485920095271
0.353460016249891,0.2648390034624258,0.08445414452852948,0.32456428009635235
1.0,0.5825434730018245,0.44091934806277067,0.6326977287478661
0.28670646903899366,0.03822629871024347,0.16049666393045475,0.8227785061827744
0.5252137071169114,0.14051047561576063,0.15730240207782184,0.6584516166974362
0.5277293542557788,0.8053384104415366,0.733470729755728,0.8716924049976368
0.27993886279931085,0.2314452166888835,0.12047106908439348,0.2900934094575445
0.6047134194674174,0.20514898625184938,0.2311078342597208,0.8227381391433217
0.3017278280603809,0.0829393625093973,0.0490453722676722,0.26377549446532833
0.027279677148776067,0.05804067710209715,0.10436445897592403,0.17907473494403744
0.6586773830412578,0.2167134667068417,0.2126053890792721,0.15811711284345992
0.2303567269758443,0.15888659273654215,0.12961850440439077,0.5331872479471421
0.24876550106674805,0.06938506970886173,0.030074749577449555,0.17437859403051537
0.14715892653955254,0.07351230585684874,0.089514975736553,0.4954742157592858
0.04582137495534233,0.058221132499762046,0.02794611677709787,0.0914666668557183
0.1896551312717411,0.24213833253560754,0.15939873308501898,0.17737515468821588
0.33700873183803587,0.23673048751396292,0.1559631375572039,0.5960556450536587
0.12737420225436558,0.0666092613880136,0.06947696369257869,0.13420426078928652
0.09923425901704037,0.2487770093176689,0.1489358542498213,0.1461927210956741
0.28902786441906836,0.08987965699419032,0.17673123489720755,0.24965841650617254
0.013306280902468343,0.06542093454707035,0.036536979246894995,0.485157213088524
0.021373252383868366,0.0,0.00010746092015036322,0.04263294280238462
0.1533153395985692,0.18582672084251692,0.022670220606339532,0.4138932573139555
0.5222390858911203,0.6265409385401619,0.7109335315273301,0.2217427223644695
0.2961773383347014,0.07102139056897333,0.18560486133044438,0.4369803075431177
0.3752038951968132,0.08441277289341051,0.07763017865270372,0.26128706651919165
0.5306010200372604,0.41400000069853704,0.5960670920404004,0.637521299616176
0.23729705781093652,0.14555546346391532,0.3411129238710744,0.11148429019812292
0.09052955240543917,0.04099963780855345,0.011985023530597463,0.2694407952350235
0.16103846168953623,0.12375480033848564,0.12961850440439077,0.14927052705548718
0.2316207138152317,0.03213496272950421,0.028826943426285324,0.1576044753113694
0.25263437670000044,0.20389832556547813,0.15933466020087428,0.4225947590244674
0.04524813346088584,0.004034855685055735,0.021218908979544454,0.020259139791891253
0.057390207456616035,0.03821079224671743,0.27059227900371713,0.498020137612951
0.1772828659802978,0.02769560965564866,0.0760264531251813,0.1870494340051933
0.17270927615162515,0.1307156032352467,0.06315912784410485,0.2733742071547045
0.2743068711083651,0.14175451713464216,0.04393126817348689,0.28750677143638265
0.06007536116903629,0.004591035096500402,0.003992844291992284,0.16431734724589114
0.20644041829557,0.08217495556166764,0.1496144112908198,0.14986198380603769
0.003682957289932138,0.021256336617201745,0.030146653452586724,0.0480565668086954
0.40165864498318665,0.4831283040735049,0.3443206883329092,0.5226204762236908
0.10720729004975002,0.05133285150507369,0.03083675535503896,0.19244221539884315
0.054835873205143715,0.07245883264662735,0.11823295597947463,0.11324508542516637
0.11671163612500834,0.05934536327687781,0.061236305103979705,0.3912967195177293
0.4250004481991692,0.015948267025429636,0.013369634879658442,0.16797456325747182
0.05112183529372315,0.0041600229357222854,0.00010746092015036322,0.04822844468226635
0.041998095758592785,0.015514617358194153,0.017369804533021997,0.14056927472214958
0.43416335237810905,0.2396506506274381,0.20305953119874806,0.5690017467695422
0.23490293315309613,0.011918395296195629,0.0038178797280361615,0.5060418407089262
0.353815203109665,0.273080720049,0.11130096609596583,0.22688903360919235
0.23234762825214267,0.08860821800654657,0.05181000773507807,0.611535597770464
0.16062409638555583,0.15969878808377544,0.021471554550466482,0.1088457710371191
0.4658543125922439,0.5035109529176415,0.5367148778207501,0.7396419186742059
0.011302134866023536,0.043362999177599656,0.06319259864458605,0.0
0.4379664760738077,0.2619804809493025,0.2810047077032415,0.4226319215672306
0.24864209963504658,0.13218044807361,0.0621917695802023,0.4498456118382936
0.3029899118599826,0.18710122704272625,0.2857836399505657,0.37634398042885087
0.3890983981868982,0.15794789021762506,0.16853237537218896,0.3461200814435926
0.20936252950994058,0.0019224659677789637,0.008088072314137162,0.18801525933229324
0.7060107379848856,0.08243654180102171,0.18042210861298055,0.29348494971524813
0.3812300088362827,0.17025108945051287,0.1545440577293803,0.5291516466052407
0.6355651207149857,0.16458091731691377,0.1340080245364003,0.35619017221157584
0.27219934169163523,0.5553479460010983,0.40226958081813635,0.23131539651432054
0.09210166023231392,0.029394389251140896,0.0037707966259765803,0.12563947655203866
0.3146662724856762,0.06952253121113694,0.04990269027354282,0.3298257733140752
0.2726632285402394,0.08531890982798303,0.07812734733524065,0.20890513812347958
0.2540851009124893,0.07034985941042778,0.022537875187064287,0.24581118933792023
0.2139951660012111,0.020211619462727447,0.14266745100964265,0.40669235246811636
0.4090008232864688,0.27175794705726514,0.22751340939418738,0.35106216881397573
0.037436255748164976,0.20385782206041514,0.05578875916841399,0.1512448265502843
0.5804945132911558,0.6150634873311472,0.5056712175710983,0.7396713718997531
0.45429885946673815,0.029776984329094505,0.03766621211782527,0.07381296812392912
0.09920899520740616,0.0829559866321605,0.09257107220582064,0.14805902424262132
